,reviewTimeInHours,asin,average_overall,median_overall
7987,2014-01-30-00,B005FKF1PY,4.0,4.0
7988,2014-01-30-00,B007T8OGLK,3.0,3.0
7989,2014-01-30-00,B00AZUAORE,5.0,5.0
7990,2014-01-31-00,B0002BACB4,5.0,5.0
7991,2014-01-31-00,B0010CAEFS,1.0,1.0
7992,2014-01-31-00,B003VWKPHC,5.0,5.0
7993,2014-01-31-00,B0053CUHMG,4.0,4.0
7994,2014-01-31-00,B005MR6IHK,5.0,5.0
7995,2014-02-01-00,B0002E2TTO,4.0,4.0
7996,2014-02-01-00,B0002E3DNK,5.0,5.0
7997,2014-02-01-00,B000BNSYHW,5.0,5.0
7998,2014-02-01-00,B000EEL6J6,4.0,4.0
7999,2014-02-01-00,B000W00X1Y,5.0,5.0
8000,2014-02-01-00,B002GYWBKU,5.0,5.0
8001,2014-02-01-00,B004UJO41S,5.0,5.0
8002,2014-02-01-00,B0058GZTVG,5.0,5.0
8003,2014-02-01-00,B008LMS4MK,5.0,5.0
8004,2014-02-02-00,B0002D0CLC,3.0,3.0
8005,2014-02-02-00,B0002F75K6,4.0,4.0
8006,2014-02-02-00,B0002H02IG,5.0,5.0
8007,2014-02-02-00,B0002H0FMO,4.0,4.0
8008,2014-02-02-00,B000EEJAFS,5.0,5.0
8009,2014-02-02-00,B0011WHG5S,5.0,5.0
8010,2014-02-02-00,B005CX4GLE,3.0,3.0
8011,2014-02-03-00,B000068NW5,5.0,5.0
8012,2014-02-03-00,B0002DURNK,5.0,5.0
8013,2014-02-03-00,B0002E2KPC,5.0,5.0
8014,2014-02-03-00,B0002H0A3S,5.0,5.0
8015,2014-02-03-00,B0008G26JO,5.0,5.0
8016,2014-02-03-00,B000OR2QX8,5.0,5.0
8017,2014-02-03-00,B000PO30QM,3.0,3.0
8018,2014-02-03-00,B000VUNEZM,5.0,5.0
8019,2014-02-03-00,B001GGYF4E,5.0,5.0
8020,2014-02-03-00,B003AYEAHC,5.0,5.0
8021,2014-02-03-00,B003VWJ2K8,5.0,5.0
8022,2014-02-03-00,B003VWKPHC,5.0,5.0
8023,2014-02-03-00,B0040ZBI52,5.0,5.0
8024,2014-02-03-00,B004XNK7AI,5.0,5.0
8025,2014-02-03-00,B005FKF1PY,5.0,5.0
8026,2014-02-03-00,B00BHK2UHI,4.0,4.0
8027,2014-02-03-00,B00CFMWBLC,4.0,4.0
8028,2014-02-04-00,B0002GLCRC,5.0,5.0
8029,2014-02-04-00,B0002GXF8Q,5.0,5.0
8030,2014-02-04-00,B0002H0A3S,5.0,5.0
8031,2014-02-04-00,B0002IHFVM,4.0,4.0
8032,2014-02-04-00,B0002KZAKS,5.0,5.0
8033,2014-02-04-00,B0009EU01G,5.0,5.0
8034,2014-02-04-00,B000VJ2VCK,3.0,3.0
8035,2014-02-04-00,B0018TG8HQ,5.0,5.0
8036,2014-02-04-00,B0018TIAA4,4.0,4.0
8037,2014-02-04-00,B002X8Y4SQ,4.0,4.0
8038,2014-02-04-00,B004FEGXDK,5.0,5.0
8039,2014-02-04-00,B005FIFM14,5.0,5.0
8040,2014-02-04-00,B005GZ86ZA,5.0,5.0
8041,2014-02-05-00,B0002D0CGC,5.0,5.0
8042,2014-02-05-00,B0002E1O2M,3.0,3.0
8043,2014-02-05-00,B0002GWFEQ,5.0,5.0
8044,2014-02-05-00,B0002H0A3S,5.0,5.0
8045,2014-02-05-00,B0006NDF8A,5.0,5.0
8046,2014-02-05-00,B000960KNW,5.0,5.0
8047,2014-02-05-00,B000A6GY1I,3.0,3.0
8048,2014-02-05-00,B000B6FBA2,5.0,5.0
8049,2014-02-05-00,B000OMG0KI,5.0,5.0
8050,2014-02-05-00,B000XPRQIG,5.0,5.0
8051,2014-02-05-00,B003VWKPHC,5.0,5.0
8052,2014-02-05-00,B004PFWZHM,4.0,4.0
8053,2014-02-05-00,B004UNL1P6,5.0,5.0
8054,2014-02-05-00,B00EPWAQS0,5.0,5.0
8055,2014-02-06-00,B0002GIRP2,5.0,5.0
8056,2014-02-06-00,B0002GLCRC,5.0,5.0
8057,2014-02-06-00,B0002T67J2,5.0,5.0
8058,2014-02-06-00,B0002ZPK5I,5.0,5.0
8059,2014-02-06-00,B0006M59M6,5.0,5.0
8060,2014-02-06-00,B000NJ2TIE,5.0,5.0
8061,2014-02-06-00,B002C741B8,4.0,4.0
8062,2014-02-06-00,B003FW0IHA,5.0,5.0
8063,2014-02-06-00,B003VWJ2K8,5.0,5.0
8064,2014-02-06-00,B00466HLXI,4.0,4.0
8065,2014-02-06-00,B005EHILV4,5.0,5.0
8066,2014-02-06-00,B00646MZHK,4.0,4.0
8067,2014-02-06-00,B00AZUAORE,5.0,5.0
8068,2014-02-07-00,B0002CZSJO,4.0,4.0
8069,2014-02-07-00,B0002E5266,5.0,5.0
8070,2014-02-07-00,B0002GJ6FC,4.0,4.0
8071,2014-02-07-00,B0002GXF8Q,5.0,5.0
8072,2014-02-07-00,B0002GXZK4,5.0,5.0
8073,2014-02-07-00,B0002H0FMO,5.0,5.0
8074,2014-02-07-00,B0009EQOES,5.0,5.0
8075,2014-02-07-00,B000A1HU1G,4.0,4.0
8076,2014-02-07-00,B000SJJCX4,4.0,4.0
8077,2014-02-07-00,B002HPMTZU,5.0,5.0
8078,2014-02-07-00,B0037MC786,1.0,1.0
8079,2014-02-07-00,B003VWKPHC,5.0,5.0
8080,2014-02-07-00,B004M8UZS8,5.0,5.0
8081,2014-02-07-00,B005SUS1JO,5.0,5.0
8082,2014-02-07-00,B007TGWQZ0,4.0,4.0
8083,2014-02-07-00,B0098DFNY8,4.0,4.0
8084,2014-02-07-00,B009O7CE5O,5.0,5.0
8085,2014-02-08-00,B0002F4MKC,5.0,5.0
8086,2014-02-08-00,B0002F52EW,5.0,5.0
8087,2014-02-08-00,B0002M6CVC,5.0,5.0
8088,2014-02-08-00,B001AH83UG,4.0,4.0
8089,2014-02-08-00,B001BY4RQM,5.0,5.0
8090,2014-02-08-00,B001PGXHX0,4.0,4.0
8091,2014-02-08-00,B007PKR3SK,5.0,5.0
8092,2014-02-09-00,B000068NW5,1.0,1.0
8093,2014-02-09-00,B000165DSM,4.0,4.0
8094,2014-02-09-00,B0002E2VXS,4.0,4.0
8095,2014-02-09-00,B0002GL7ZO,4.0,4.0
8096,2014-02-09-00,B0002GMGYA,5.0,5.0
8097,2014-02-09-00,B0002KZE7C,5.0,5.0
8098,2014-02-09-00,B0002T67J2,4.0,4.0
8099,2014-02-09-00,B0009IEB0I,5.0,5.0
8100,2014-02-09-00,B000CCIVCA,5.0,5.0
8101,2014-02-09-00,B000PO30QM,5.0,5.0
8102,2014-02-09-00,B000XPQ1YG,3.0,3.0
8103,2014-02-09-00,B002C741B8,5.0,5.0
8104,2014-02-09-00,B002T45X1G,5.0,5.0
8105,2014-02-09-00,B003VWKPHC,5.0,5.0
8106,2014-02-09-00,B004UJO41S,4.0,4.0
8107,2014-02-09-00,B004XNK7AI,5.0,5.0
8108,2014-02-09-00,B005CX4GLE,5.0,5.0
8109,2014-02-09-00,B005OZE9SA,5.0,5.0
8110,2014-02-09-00,B008O0RKVA,2.0,2.0
8111,2014-02-09-00,B00FXKIG5I,5.0,5.0
8112,2014-02-10-00,B0002DUPZK,5.0,5.0
8113,2014-02-10-00,B0002F4VBM,5.0,5.0
8114,2014-02-10-00,B0002FO9QY,5.0,5.0
8115,2014-02-10-00,B0002GOK08,4.0,4.0
8116,2014-02-10-00,B0006GR4L6,4.0,4.0
8117,2014-02-10-00,B000EELFTW,5.0,5.0
8118,2014-02-10-00,B000J3L02U,5.0,5.0
8119,2014-02-10-00,B000KIPUQG,5.0,5.0
8120,2014-02-10-00,B000P5OUCE,3.0,3.0
8121,2014-02-10-00,B000RY68PA,5.0,5.0
8122,2014-02-10-00,B000TGSM6E,4.0,4.0
8123,2014-02-10-00,B000VTPR08,4.0,4.0
8124,2014-02-10-00,B00154OJOI,5.0,5.0
8125,2014-02-11-00,B000068O4H,4.0,4.0
8126,2014-02-11-00,B000068O59,4.0,4.0
8127,2014-02-11-00,B00009W40G,4.0,4.0
8128,2014-02-11-00,B0002DV7ZM,5.0,5.0
8129,2014-02-11-00,B0002E1O2C,5.0,5.0
8130,2014-02-11-00,B0002E1O3G,5.0,5.0
8131,2014-02-11-00,B0002GXPRM,5.0,5.0
8132,2014-02-11-00,B0002GYYD6,2.0,2.0
8133,2014-02-11-00,B0002IHFVM,3.5,3.5
8134,2014-02-11-00,B000BQTCDO,3.0,3.0
8135,2014-02-11-00,B000CD1R84,5.0,5.0
8136,2014-02-11-00,B000EEEYCW,5.0,5.0
8137,2014-02-11-00,B00191WVF6,5.0,5.0
8138,2014-02-11-00,B001PGXKC8,5.0,5.0
8139,2014-02-11-00,B003AJMPW4,5.0,5.0
8140,2014-02-11-00,B003YVRGN6,4.0,4.0
8141,2014-02-11-00,B004TGVRDA,5.0,5.0
8142,2014-02-11-00,B004XNK7AI,5.0,5.0
8143,2014-02-11-00,B0058GZTVG,4.0,4.0
8144,2014-02-11-00,B007PKR3SK,2.0,2.0
8145,2014-02-12-00,B000068NW5,5.0,5.0
8146,2014-02-12-00,B0002GXF8Q,5.0,5.0
8147,2014-02-12-00,B0002GYW4C,4.0,4.0
8148,2014-02-12-00,B0002OOMU8,5.0,5.0
8149,2014-02-12-00,B001PGXHX0,5.0,5.0
8150,2014-02-13-00,B0002E2VXS,5.0,5.0
8151,2014-02-13-00,B000EEHN9S,5.0,5.0
8152,2014-02-13-00,B003K16N0C,4.0,4.0
8153,2014-02-13-00,B005BSOVRY,5.0,5.0
8154,2014-02-13-00,B005H2007E,5.0,5.0
8155,2014-02-13-00,B009MDMQJ4,5.0,5.0
8156,2014-02-14-00,1384719342,5.0,5.0
8157,2014-02-14-00,B0002D0E8S,5.0,5.0
8158,2014-02-14-00,B0002E1G5C,5.0,5.0
8159,2014-02-14-00,B0002E1O2M,5.0,5.0
8160,2014-02-14-00,B0002GJ6FC,5.0,5.0
8161,2014-02-14-00,B000ARH3M6,5.0,5.0
8162,2014-02-14-00,B000BWEM42,3.0,3.0
8163,2014-02-14-00,B000NE4UN6,5.0,5.0
8164,2014-02-14-00,B003B01QL8,4.0,4.0
8165,2014-02-14-00,B003DVGVIS,5.0,5.0
8166,2014-02-14-00,B003NJF1G8,5.0,5.0
8167,2014-02-14-00,B003VWJ2K8,4.0,4.0
8168,2014-02-14-00,B003VWKPHC,5.0,5.0
8169,2014-02-14-00,B00EPWAQS0,5.0,5.0
8170,2014-02-15-00,B0002GML4U,5.0,5.0
8171,2014-02-15-00,B0009RLE5Y,5.0,5.0
8172,2014-02-15-00,B0018TG8HQ,4.0,4.0
8173,2014-02-15-00,B001PGXHX0,5.0,5.0
8174,2014-02-15-00,B003B01QR2,5.0,5.0
8175,2014-02-15-00,B0098DFNY8,4.0,4.0
8176,2014-02-16-00,B0002CZST4,5.0,5.0
8177,2014-02-16-00,B0002E2KPC,5.0,5.0
8178,2014-02-16-00,B0002GLDQM,5.0,5.0
8179,2014-02-16-00,B0002GXF8Q,5.0,5.0
8180,2014-02-16-00,B0002M6CW6,5.0,5.0
8181,2014-02-16-00,B0002OOMU8,4.0,4.0
8182,2014-02-16-00,B00063678K,5.0,5.0
8183,2014-02-16-00,B00074B67A,5.0,5.0
8184,2014-02-16-00,B001PGXHX0,5.0,5.0
8185,2014-02-16-00,B0026KEGLQ,5.0,5.0
8186,2014-02-16-00,B003VYBNLW,5.0,5.0
8187,2014-02-16-00,B00646MZHK,4.0,4.0
8188,2014-02-17-00,B000068O1N,5.0,5.0
8189,2014-02-17-00,B00009W40D,5.0,5.0
8190,2014-02-17-00,B0002CZW0Y,5.0,5.0
8191,2014-02-17-00,B0002GX6V2,3.0,3.0
8192,2014-02-17-00,B0002H04NE,5.0,5.0
8193,2014-02-17-00,B000978D58,5.0,5.0
8194,2014-02-17-00,B000MO2QJM,5.0,5.0
8195,2014-02-17-00,B000MWWT6E,5.0,5.0
8196,2014-02-17-00,B000UJHHLQ,5.0,5.0
8197,2014-02-17-00,B001Q8DJO4,5.0,5.0
8198,2014-02-17-00,B001W99HE8,5.0,5.0
8199,2014-02-17-00,B002AQNGIU,5.0,5.0
8200,2014-02-17-00,B003JJQMD8,5.0,5.0
8201,2014-02-17-00,B0051WAJ5S,5.0,5.0
8202,2014-02-17-00,B005EHILV4,5.0,5.0
8203,2014-02-18-00,B0002CZV46,5.0,5.0
8204,2014-02-18-00,B0002DURNK,5.0,5.0
8205,2014-02-18-00,B0002E2XCW,5.0,5.0
8206,2014-02-18-00,B0002OOMU8,5.0,5.0
8207,2014-02-18-00,B0006NDF8A,5.0,5.0
8208,2014-02-18-00,B000CBXZXG,5.0,5.0
8209,2014-02-18-00,B000EELFI8,5.0,5.0
8210,2014-02-18-00,B000FZ1KF4,4.0,4.0
8211,2014-02-18-00,B000OR2QX8,5.0,5.0
8212,2014-02-18-00,B000VUNEZM,5.0,5.0
8213,2014-02-18-00,B000WGJ71U,5.0,5.0
8214,2014-02-18-00,B003JJQMD8,5.0,5.0
8215,2014-02-18-00,B005FKF3N4,3.0,3.0
8216,2014-02-18-00,B00BKXN9LS,5.0,5.0
8217,2014-02-18-00,B00FXKIG5I,3.0,3.0
8218,2014-02-19-00,B000068NVI,5.0,5.0
8219,2014-02-19-00,B000068O3X,5.0,5.0
8220,2014-02-19-00,B000165DSM,1.0,1.0
8221,2014-02-19-00,B0002D0CAI,5.0,5.0
8222,2014-02-19-00,B0002E1G5C,5.0,5.0
8223,2014-02-19-00,B0002F7K7Y,5.0,5.0
8224,2014-02-19-00,B0002GL7ZO,5.0,5.0
8225,2014-02-19-00,B0002GZM00,5.0,5.0
8226,2014-02-19-00,B0002PBS6I,5.0,5.0
8227,2014-02-19-00,B0007GGUGA,5.0,5.0
8228,2014-02-19-00,B000A2HOB6,5.0,5.0
8229,2014-02-19-00,B000XPPR2S,5.0,5.0
8230,2014-02-19-00,B0010CZ8GS,5.0,5.0
8231,2014-02-19-00,B0015RIN6U,5.0,5.0
8232,2014-02-19-00,B0018TIADQ,4.0,4.0
8233,2014-02-19-00,B0026RB0G8,5.0,5.0
8234,2014-02-19-00,B003GEBGA0,5.0,5.0
8235,2014-02-19-00,B003VWKPHC,5.0,5.0
8236,2014-02-19-00,B004FRHKA2,5.0,5.0
8237,2014-02-19-00,B005FIFM14,5.0,5.0
8238,2014-02-19-00,B007Q28BHE,5.0,5.0
8239,2014-02-19-00,B007T8CUNG,5.0,5.0
8240,2014-02-19-00,B008TNAG4A,5.0,5.0
8241,2014-02-20-00,B000068O3X,5.0,5.0
8242,2014-02-20-00,B0002CZUTM,3.0,3.0
8243,2014-02-20-00,B0002CZVXM,5.0,5.0
8244,2014-02-20-00,B0002D0MFI,5.0,5.0
8245,2014-02-20-00,B0002DUQ04,4.5,4.5
8246,2014-02-20-00,B0002E1G5C,5.0,5.0
8247,2014-02-20-00,B0002GJ6FC,5.0,5.0
8248,2014-02-20-00,B0002GLDQM,5.0,5.0
8249,2014-02-20-00,B0002H0A3S,5.0,5.0
8250,2014-02-20-00,B0002H0SKS,5.0,5.0
8251,2014-02-20-00,B0002IHFVM,5.0,5.0
8252,2014-02-20-00,B0002II6V0,5.0,5.0
8253,2014-02-20-00,B0002OOMU8,4.0,4.0
8254,2014-02-20-00,B0009G1E0K,5.0,5.0
8255,2014-02-20-00,B000KIRT38,5.0,5.0
8256,2014-02-20-00,B000L6GD04,5.0,5.0
8257,2014-02-20-00,B000OMG0KI,5.0,5.0
8258,2014-02-20-00,B000RXN6SS,5.0,5.0
8259,2014-02-20-00,B000VUNEZM,4.0,4.0
8260,2014-02-20-00,B00135HFK4,4.0,4.0
8261,2014-02-20-00,B001J1SX94,5.0,5.0
8262,2014-02-20-00,B001PGXKC8,5.0,5.0
8263,2014-02-20-00,B0026RB0G8,5.0,5.0
8264,2014-02-20-00,B003GEBGA0,5.0,5.0
8265,2014-02-20-00,B003VWKPHC,5.0,5.0
8266,2014-02-20-00,B005FKF3L6,5.0,5.0
8267,2014-02-20-00,B007BY2F7O,4.0,4.0
8268,2014-02-20-00,B007Q27BH0,1.0,1.0
8269,2014-02-20-00,B007T8KI6M,4.0,4.0
8270,2014-02-21-00,1384719342,5.0,5.0
8271,2014-02-21-00,B0002CZV82,1.0,1.0
8272,2014-02-21-00,B0002D0CNA,5.0,5.0
8273,2014-02-21-00,B0002E1G5C,5.0,5.0
8274,2014-02-21-00,B0002GIW3Y,4.0,4.0
8275,2014-02-21-00,B0002GX6V2,3.0,3.0
8276,2014-02-21-00,B0002IHGZC,5.0,5.0
8277,2014-02-21-00,B00095VIMU,5.0,5.0
8278,2014-02-21-00,B0009G1E0K,4.0,4.0
8279,2014-02-21-00,B000B6DHB2,3.0,3.0
8280,2014-02-21-00,B000BYPJ1U,4.0,4.0
8281,2014-02-21-00,B000T4PJC6,5.0,5.0
8282,2014-02-21-00,B000T4SI1K,5.0,5.0
8283,2014-02-21-00,B0016ZZKJO,3.0,3.0
8284,2014-02-21-00,B0018TIADQ,4.0,4.0
8285,2014-02-21-00,B001IM5KFY,4.0,4.0
8286,2014-02-21-00,B001Q8DJO4,5.0,5.0
8287,2014-02-21-00,B0025V1REU,1.0,1.0
8288,2014-02-21-00,B003AJMPW4,5.0,5.0
8289,2014-02-21-00,B003VWJ2K8,3.0,3.0
8290,2014-02-21-00,B0040ZBI52,5.0,5.0
8291,2014-02-21-00,B00466HLXI,4.0,4.0
8292,2014-02-21-00,B004PG1A4A,3.0,3.0
8293,2014-02-21-00,B004TQJ174,4.0,4.0
8294,2014-02-21-00,B004VDD4KK,5.0,5.0
8295,2014-02-21-00,B004Z17008,5.0,5.0
8296,2014-02-21-00,B004ZKY10Q,3.0,3.0
8297,2014-02-21-00,B0051WAJ5S,5.0,5.0
8298,2014-02-21-00,B008O0RKVA,5.0,5.0
8299,2014-02-21-00,B00EIMZG46,3.0,3.0
8300,2014-02-22-00,B0002E1G5C,4.0,4.0
8301,2014-02-22-00,B0002E1J5E,4.0,4.0
8302,2014-02-22-00,B0002GZBLU,5.0,5.0
8303,2014-02-22-00,B0002GZLZQ,5.0,5.0
8304,2014-02-22-00,B0002H0A3S,5.0,5.0
8305,2014-02-22-00,B0002IHFVM,5.0,5.0
8306,2014-02-22-00,B0002OOMU8,5.0,5.0
8307,2014-02-22-00,B0007SL86A,4.0,4.0
8308,2014-02-22-00,B000PO30QM,4.0,4.0
8309,2014-02-22-00,B001EZIEVW,3.0,3.0
8310,2014-02-22-00,B002IJK0H4,5.0,5.0
8311,2014-02-22-00,B005FKF1PY,4.0,4.0
8312,2014-02-22-00,B005H2007E,5.0,5.0
8313,2014-02-22-00,B005J9FS0Y,4.0,4.0
8314,2014-02-22-00,B00FXKIG5I,4.0,4.0
8315,2014-02-23-00,B0002E1G5C,5.0,5.0
8316,2014-02-23-00,B0002E2KPC,5.0,5.0
8317,2014-02-23-00,B0006NDF8A,5.0,5.0
8318,2014-02-23-00,B0009G1E0K,5.0,5.0
8319,2014-02-23-00,B000CBE3G4,3.0,3.0
8320,2014-02-23-00,B000CCJP4I,5.0,5.0
8321,2014-02-23-00,B0018TG8HQ,4.0,4.0
8322,2014-02-23-00,B0018TIADQ,2.0,2.0
8323,2014-02-23-00,B003VWJ2K8,4.0,4.0
8324,2014-02-23-00,B003VWKPHC,5.0,5.0
8325,2014-02-23-00,B003Y3ASW0,5.0,5.0
8326,2014-02-23-00,B004OK17QS,3.0,3.0
8327,2014-02-23-00,B0051WAJ5S,4.0,4.0
8328,2014-02-23-00,B005VLWHP4,5.0,5.0
8329,2014-02-23-00,B008GS3XLQ,5.0,5.0
8330,2014-02-24-00,B0002CZUUG,2.0,2.0
8331,2014-02-24-00,B0002D0CA8,5.0,5.0
8332,2014-02-24-00,B0002D0KOG,5.0,5.0
8333,2014-02-24-00,B0002D0LM2,5.0,5.0
8334,2014-02-24-00,B0002DURNK,5.0,5.0
8335,2014-02-24-00,B0002E1H9W,5.0,5.0
8336,2014-02-24-00,B0002E2KPC,5.0,5.0
8337,2014-02-24-00,B0002E3DNK,5.0,5.0
8338,2014-02-24-00,B0002GJ3E6,3.0,3.0
8339,2014-02-24-00,B0002GLDQM,5.0,5.0
8340,2014-02-24-00,B0002H0N76,5.0,5.0
8341,2014-02-24-00,B000L6GD04,5.0,5.0
8342,2014-02-24-00,B001HNE622,5.0,5.0
8343,2014-02-24-00,B0037M62KA,5.0,5.0
8344,2014-02-24-00,B003DVGVIS,5.0,5.0
8345,2014-02-24-00,B005E0CPNG,3.0,3.0
8346,2014-02-25-00,B0002CZUUG,3.0,3.0
8347,2014-02-25-00,B0002H0A3S,3.0,3.0
8348,2014-02-25-00,B0002MDTVS,5.0,5.0
8349,2014-02-25-00,B000J5UEGQ,5.0,5.0
8350,2014-02-25-00,B004FEBS8K,5.0,5.0
8351,2014-02-26-00,B000068NW5,3.0,3.0
8352,2014-02-26-00,B0002D0CQC,3.0,3.0
8353,2014-02-26-00,B0002E1G5C,3.0,3.0
8354,2014-02-26-00,B0002E2KPC,5.0,5.0
8355,2014-02-26-00,B0002GLDQM,5.0,5.0
8356,2014-02-26-00,B0002GZM00,5.0,5.0
8357,2014-02-26-00,B0002H0A3S,5.0,5.0
8358,2014-02-26-00,B0002OOMU8,5.0,5.0
8359,2014-02-26-00,B000CD1R7K,5.0,5.0
8360,2014-02-26-00,B000MFK1ZW,5.0,5.0
8361,2014-02-26-00,B000N5MK8M,5.0,5.0
8362,2014-02-26-00,B000SL0NCQ,4.0,4.0
8363,2014-02-26-00,B000XPO0IU,5.0,5.0
8364,2014-02-26-00,B0025V1REU,3.0,3.0
8365,2014-02-26-00,B004FEGXDK,5.0,5.0
8366,2014-02-26-00,B004TQJ174,5.0,5.0
8367,2014-02-26-00,B004ZKIHVU,5.0,5.0
8368,2014-02-26-00,B0055V7UR0,3.0,3.0
8369,2014-02-26-00,B0058GZTVG,5.0,5.0
8370,2014-02-26-00,B005T800V2,5.0,5.0
8371,2014-02-27-00,B0002CZVWS,5.0,5.0
8372,2014-02-27-00,B0002E1O2C,5.0,5.0
8373,2014-02-27-00,B0002E1OVS,5.0,5.0
8374,2014-02-27-00,B0002F58TG,5.0,5.0
8375,2014-02-27-00,B0002F7IIK,4.0,4.0
8376,2014-02-27-00,B0002GLCRC,5.0,5.0
8377,2014-02-27-00,B0002GLDQM,5.0,5.0
8378,2014-02-27-00,B0002H0A3S,5.0,5.0
8379,2014-02-27-00,B0002IHFVM,3.0,3.0
8380,2014-02-27-00,B0002OOMU8,4.0,4.0
8381,2014-02-27-00,B001PGXHX0,5.0,5.0
8382,2014-02-27-00,B001PGXHYO,4.0,4.0
8383,2014-02-27-00,B002G1UT5C,4.0,4.0
8384,2014-02-27-00,B003VWJ2K8,5.0,5.0
8385,2014-02-27-00,B0042EZH6W,5.0,5.0
8386,2014-02-27-00,B004VDD4KK,5.0,5.0
8387,2014-02-27-00,B004XNK7AI,5.0,5.0
8388,2014-02-27-00,B005FKF1PY,5.0,5.0
8389,2014-02-27-00,B005PGGU9O,5.0,5.0
8390,2014-02-28-00,1384719342,5.0,5.0
8391,2014-02-28-00,B000068O4H,5.0,5.0
8392,2014-02-28-00,B0002GZM00,5.0,5.0
8393,2014-02-28-00,B0002IAJ56,5.0,5.0
8394,2014-02-28-00,B0009G1E0K,5.0,5.0
8395,2014-02-28-00,B0009RLE5Y,5.0,5.0
8396,2014-02-28-00,B000EEJAWQ,5.0,5.0
8397,2014-02-28-00,B000EEN9OG,4.0,4.0
8398,2014-02-28-00,B000FIZISQ,4.0,4.0
8399,2014-02-28-00,B000RXN6SS,5.0,5.0
8400,2014-02-28-00,B000UJCTVE,5.0,5.0
8401,2014-02-28-00,B0018TC3I4,4.0,4.0
8402,2014-02-28-00,B00267OCTA,4.0,4.0
8403,2014-02-28-00,B003D3OCD2,5.0,5.0
8404,2014-02-28-00,B003OG9NH8,5.0,5.0
8405,2014-02-28-00,B005FKF3L6,4.0,4.0
8406,2014-02-28-00,B007PKR3SK,5.0,5.0
8407,2014-02-28-00,B009MBT68U,5.0,5.0
8408,2014-02-28-00,B00B5OY8EE,5.0,5.0
8409,2014-03-01-00,B0002D0CLC,4.0,4.0
8410,2014-03-01-00,B0002OOMW6,5.0,5.0
8411,2014-03-01-00,B000P5LVSK,5.0,5.0
8412,2014-03-01-00,B001C74GLY,5.0,5.0
8413,2014-03-01-00,B001ELP5WM,4.0,4.0
8414,2014-03-01-00,B001QJGYIG,5.0,5.0
8415,2014-03-01-00,B0037MC786,5.0,5.0
8416,2014-03-01-00,B003DVGVIS,5.0,5.0
8417,2014-03-01-00,B0051WAJ5S,5.0,5.0
8418,2014-03-01-00,B005LYIW3W,5.0,5.0
8419,2014-03-01-00,B00B5LDMH6,5.0,5.0
8420,2014-03-02-00,B00009W40D,5.0,5.0
8421,2014-03-02-00,B0001FTVD6,5.0,5.0
8422,2014-03-02-00,B0007OGTGS,4.0,4.0
8423,2014-03-02-00,B000A2HDXA,1.0,1.0
8424,2014-03-02-00,B000BU5V58,5.0,5.0
8425,2014-03-02-00,B000CCIVCA,5.0,5.0
8426,2014-03-02-00,B000OY4WDI,2.0,2.0
8427,2014-03-02-00,B000VBC5CY,5.0,5.0
8428,2014-03-02-00,B0039HBNMA,5.0,5.0
8429,2014-03-02-00,B003B01QR2,5.0,5.0
8430,2014-03-02-00,B003CLIPHO,5.0,5.0
8431,2014-03-02-00,B003VWKPHC,5.0,5.0
8432,2014-03-02-00,B00A716FB0,1.0,1.0
8433,2014-03-02-00,B00BU9KCXK,5.0,5.0
8434,2014-03-03-00,B0002CZUUG,5.0,5.0
8435,2014-03-03-00,B0002D0CGC,5.0,5.0
8436,2014-03-03-00,B0002D0CGM,5.0,5.0
8437,2014-03-03-00,B0002D0CKI,5.0,5.0
8438,2014-03-03-00,B0006NDF8A,5.0,5.0
8439,2014-03-03-00,B0006ZXFWO,2.0,2.0
8440,2014-03-03-00,B000CCJP4I,5.0,5.0
8441,2014-03-03-00,B000L7MNUM,4.0,4.0
8442,2014-03-03-00,B000RNB720,5.0,5.0
8443,2014-03-03-00,B000VJ2VCK,4.0,4.0
8444,2014-03-03-00,B0016ZZKJO,5.0,5.0
8445,2014-03-03-00,B0037M62KA,5.0,5.0
8446,2014-03-03-00,B003VWJ2K8,5.0,5.0
8447,2014-03-03-00,B004U1QDL0,5.0,5.0
8448,2014-03-03-00,B004Z17008,5.0,5.0
8449,2014-03-03-00,B0050ALN2E,5.0,5.0
8450,2014-03-03-00,B005OZE9SA,5.0,5.0
8451,2014-03-04-00,B0002CZVXM,5.0,5.0
8452,2014-03-04-00,B0002D0COE,5.0,5.0
8453,2014-03-04-00,B0002E1G5C,3.0,3.0
8454,2014-03-04-00,B0002F7K7Y,4.0,4.0
8455,2014-03-04-00,B0002GYW4C,5.0,5.0
8456,2014-03-04-00,B0002H0A3S,4.0,4.0
8457,2014-03-04-00,B0006NDF8A,4.0,4.0
8458,2014-03-04-00,B000GUR8V8,5.0,5.0
8459,2014-03-04-00,B000UJFR4A,5.0,5.0
8460,2014-03-04-00,B000XPO0IU,4.0,4.0
8461,2014-03-04-00,B0037M62AK,4.0,4.0
8462,2014-03-04-00,B003AYJU5O,5.0,5.0
8463,2014-03-04-00,B003VWKPHC,4.5,4.5
8464,2014-03-04-00,B004MM6RWM,5.0,5.0
8465,2014-03-04-00,B0055V7UR0,4.0,4.0
8466,2014-03-04-00,B005FKF1PY,3.0,3.0
8467,2014-03-04-00,B005MR6IHK,3.0,3.0
8468,2014-03-04-00,B00BU9KCXK,5.0,5.0
8469,2014-03-05-00,B000068NW5,5.0,5.0
8470,2014-03-05-00,B0002CZUTM,5.0,5.0
